usage_id,customer_id,call_minutes,data_used_gb,sms_count,usage_date
5204,1996,267.65,21.16,54,2024-07-30
5205,5650,122.15,78.96,264,2024-10-23
5206,7977,161.78,85.77,100,2024-10-02
5207,2713,2.75,80.04,307,2025-02-03
5208,1178,443.93,8.36,337,2024-12-27
5209,6842,137.34,57.28,426,2024-10-10
5210,4194,43.24,73.95,364,2024-08-03
5211,1404,159.74,45.98,404,2024-08-02
5212,5698,307.81,80.14,279,2024-11-30
5213,3873,248.36,14.18,180,2024-09-02
5214,2107,418.81,13.67,496,2024-07-08
5215,1222,83.22,44.26,331,2025-03-19
5216,6474,489.53,45.22,297,2025-01-19
5217,6541,471.52,2.76,470,2024-05-11
5218,5838,55.44,40.71,245,2025-02-14
5219,2705,321.02,53.43,404,2024-12-24
5220,6612,256.63,55.46,261,2024-10-27
5221,7151,490.18,7.62,186,2024-07-23
5222,2029,423.25,73.88,253,2025-01-09
5223,7793,39.05,83.81,341,2024-10-15
5224,1225,300.19,43.42,166,2024-07-08
5225,5810,388.56,5.81,287,2025-02-09
5226,4434,10.57,58.36,84,2024-06-15
5227,5281,76.46,33.24,267,2025-02-04
5228,487,162.69,76.57,348,2024-08-24
5229,4237,59.76,85.98,195,2025-04-07
5230,4362,479.8,98.08,279,2024-12-04
5231,233,338.48,41.64,5,2024-12-27
5232,6887,77.93,98.68,170,2024-12-20
5233,6295,354.13,61.67,181,2024-08-23
5234,4520,45.13,5.22,350,2024-05-06
5235,560,202.46,98.22,200,2025-04-24
5236,3455,210.62,75.29,147,2024-12-02
5237,7618,406.68,40.07,346,2024-09-05
5238,628,18.3,92.22,34,2025-01-29
5239,9084,345.55,93.45,398,2025-04-26
5240,1342,73.62,93.19,19,2025-01-16
5241,234,335.57,51.61,53,2025-03-02
5242,1375,199.07,60.67,430,2025-01-23
5243,2528,219.85,90.22,40,2024-05-21
5244,3959,305.6,63.03,154,2025-04-19
5245,8565,31.8,33.93,1,2024-06-09
5246,6115,124.78,89.27,306,2024-08-02
5247,5277,130.19,3.16,396,2024-07-26
5248,1373,37.88,53.4,351,2024-05-19
5249,5630,107.34,7.08,117,2025-01-22
5250,8927,318.62,20.36,385,2024-09-20
5251,5518,481.22,25.34,301,2025-03-30
5252,1407,255.42,84.17,422,2025-01-15
5253,6214,438.0,20.31,490,2024-09-17
5254,6967,249.25,11.57,374,2024-08-02
5255,6594,366.09,51.71,281,2024-05-16
5256,9272,168.51,50.71,183,2024-05-14
5257,5581,326.42,37.43,385,2024-05-26
5258,9863,342.62,63.23,316,2024-09-21
5259,5966,216.34,29.0,235,2024-06-11
5260,202,220.12,70.8,470,2024-06-19
5261,9550,341.6,86.16,146,2024-06-30
5262,1765,436.62,59.32,307,2025-03-17
5263,437,467.4,20.59,486,2024-12-01
5264,4918,291.3,14.91,400,2025-04-10
5265,9003,153.95,19.17,133,2024-10-03
5266,6295,233.27,72.42,480,2024-08-19
5267,3103,411.32,83.98,75,2024-07-19
5268,251,378.62,67.56,179,2025-03-26
5269,3608,10.88,93.04,73,2025-03-12
5270,3250,284.74,43.37,311,2024-06-18
5271,4300,493.11,88.01,458,2024-08-17
5272,3682,38.47,29.55,25,2025-03-28
5273,6474,228.75,66.83,198,2024-11-06
5274,3726,497.92,80.82,169,2025-02-06
5275,23,68.42,8.2,17,2024-09-20
5276,5191,285.01,95.7,476,2025-01-17
5277,9436,264.37,24.57,359,2025-01-11
5278,1551,189.24,34.07,303,2024-06-29
5279,4482,115.67,46.72,279,2024-06-26
5280,5018,113.87,81.32,195,2025-03-26
5281,1410,343.35,21.56,138,2024-12-14
5282,4953,348.75,61.32,53,2024-05-21
5283,5358,119.77,28.62,326,2025-04-05
5284,8439,345.97,16.8,63,2024-09-16
5285,6449,454.79,31.95,266,2025-04-05
5286,9393,246.3,11.68,231,2024-08-12
5287,3817,75.04,99.29,260,2024-10-07
5288,4797,77.6,16.19,338,2024-12-07
5289,9388,121.56,33.92,326,2024-08-18
5290,8817,220.93,7.86,406,2024-08-10
5291,3486,31.58,23.03,29,2024-10-21
5292,2672,197.02,76.47,412,2025-03-26
5293,5231,327.34,40.19,16,2024-11-07
5294,2330,363.48,47.72,150,2024-10-27
5295,6357,255.04,66.22,464,2024-07-16
5296,5571,2.88,84.73,263,2024-09-11
5297,6495,286.28,64.22,158,2025-02-27
5298,3856,152.72,2.74,257,2024-12-29
5299,9039,4.46,44.66,227,2025-04-25
5300,3948,107.59,96.56,498,2024-06-06
5301,1352,30.61,44.52,244,2024-07-04
5302,1130,390.51,98.89,125,2025-04-13
5303,2258,64.42,93.77,437,2024-05-29
5304,5046,267.95,41.33,146,2025-01-24
5305,725,82.03,18.53,276,2024-11-26
5306,8005,24.67,93.64,369,2024-05-03
5307,1621,370.96,4.43,338,2025-02-26
5308,9463,117.28,26.94,88,2024-07-09
5309,4739,231.8,9.28,430,2024-05-03
5310,1356,180.4,13.5,77,2025-04-04
5311,4288,204.87,13.73,117,2024-11-15
5312,6912,374.06,46.12,117,2025-04-10
5313,46,150.54,43.14,441,2024-10-05
5314,5501,449.57,77.57,338,2024-11-12
5315,820,434.57,17.12,351,2025-04-08
5316,4899,232.52,22.85,190,2024-07-21
5317,7046,95.96,19.8,418,2024-07-23
5318,2511,346.62,66.38,123,2024-07-03
5319,9677,292.49,25.06,497,2024-06-18
5320,6272,492.23,4.84,413,2024-11-13
5321,5717,323.77,88.25,371,2025-02-03
5322,7421,405.53,47.87,259,2024-06-23
5323,2948,457.77,98.38,343,2025-01-27
5324,8943,390.91,32.46,487,2025-04-04
5325,9433,344.98,79.92,276,2025-01-08
5326,3470,494.12,48.68,134,2025-01-12
5327,5843,232.2,6.15,38,2024-08-05
5328,4561,11.55,91.56,126,2024-12-13
5329,307,80.91,16.69,0,2024-08-13
5330,500,237.2,31.44,112,2024-12-02
5331,4880,179.85,37.4,252,2024-08-26
5332,425,217.95,26.29,445,2025-02-08
5333,6593,391.03,70.25,475,2024-05-05
5334,8002,106.83,15.48,427,2024-07-03
5335,4719,222.11,59.09,432,2024-06-16
5336,8801,246.53,49.21,138,2025-02-19
5337,6231,391.45,15.57,212,2024-06-07
5338,7558,418.79,44.71,378,2025-03-01
5339,1484,89.13,88.64,6,2025-03-28
5340,786,281.73,9.99,491,2024-09-14
5341,8450,432.68,66.18,408,2024-11-24
5342,1886,392.47,74.96,436,2025-02-19
5343,5688,39.83,84.24,271,2025-02-19
5344,8803,69.87,34.93,268,2024-12-21
5345,6761,251.06,43.54,318,2025-04-07
5346,5182,75.07,53.37,225,2024-11-12
5347,2979,6.44,23.35,472,2024-09-12
5348,9504,483.13,80.47,481,2025-04-22
5349,5142,372.16,94.17,499,2025-03-02
5350,4911,71.81,7.82,404,2025-02-11
5351,4965,334.32,15.92,187,2024-08-20
5352,8621,223.72,27.94,349,2025-02-07
5353,6985,450.04,18.27,227,2024-08-06
5354,9201,373.5,56.48,447,2025-04-16
5355,8931,401.81,67.39,181,2024-10-10
5356,6966,437.58,46.36,43,2024-11-17
5357,1438,240.95,7.7,288,2024-07-01
5358,3881,226.34,6.18,131,2024-08-19
5359,4583,470.61,99.6,251,2024-12-31
5360,8584,5.14,68.47,23,2024-05-17
5361,7477,327.72,82.67,427,2024-10-30
5362,7519,207.0,6.49,243,2025-02-14
5363,8613,206.24,9.36,457,2024-09-22
5364,1857,188.47,94.94,22,2025-03-31
5365,9168,4.74,54.97,139,2024-10-22
5366,5628,293.74,43.05,326,2024-06-01
5367,7650,29.4,25.01,224,2025-03-11
5368,2741,105.14,30.74,6,2025-01-23
5369,45,53.87,17.08,86,2024-07-25
5370,7324,277.03,64.08,268,2025-01-07
5371,1110,70.51,83.78,128,2024-09-28
5372,2332,58.89,39.08,373,2025-04-18
5373,1794,286.47,6.66,152,2024-10-21
5374,7027,289.57,85.03,194,2025-04-29
5375,3018,17.65,92.1,466,2024-06-17
5376,7936,73.07,38.21,324,2025-02-23
5377,8682,160.47,49.03,181,2024-10-07
5378,5004,114.98,31.21,199,2024-12-14
5379,8696,35.24,11.29,271,2024-10-18
5380,1034,160.88,66.29,6,2025-01-11
5381,9490,195.02,97.11,155,2025-02-13
5382,3323,404.93,80.6,70,2024-06-11
5383,7199,60.11,60.09,99,2024-11-25
5384,8048,302.34,73.19,340,2024-12-22
5385,4336,20.64,83.28,264,2025-04-28
5386,7274,109.96,41.74,328,2024-08-22
5387,7327,381.09,33.31,275,2024-07-28
5388,168,343.64,68.27,114,2024-08-27
5389,2914,299.75,65.85,338,2024-06-05
5390,6270,234.09,97.64,148,2024-07-23
5391,8756,124.17,4.67,286,2024-08-30
5392,8455,417.26,16.28,491,2024-12-24
5393,9941,38.11,54.43,348,2024-07-30
5394,7631,424.88,78.81,446,2025-03-11
5395,9844,249.72,61.72,366,2024-11-07
5396,2220,317.64,2.3,421,2024-06-07
5397,3736,18.99,1.24,105,2024-06-09
5398,4681,212.74,85.91,235,2024-07-18
5399,956,388.54,73.09,289,2024-10-15
5400,2033,343.6,50.52,298,2024-10-04
5401,7976,46.52,1.92,64,2025-02-17
5402,8165,191.61,49.13,195,2025-02-14
5403,6013,341.43,33.69,205,2024-12-27
5404,8550,363.19,5.64,170,2024-10-05
5405,8441,74.97,32.94,95,2024-08-16
5406,3565,404.65,75.53,361,2025-04-02
5407,7813,33.89,31.02,29,2024-12-17
5408,9905,102.7,61.12,381,2025-04-23
5409,7860,292.92,10.12,126,2024-11-10
5410,6519,418.21,47.16,356,2024-08-13
5411,5520,115.96,90.16,362,2024-06-11
5412,9388,334.31,30.16,87,2024-12-27
5413,4821,122.56,95.58,378,2024-09-20
5414,8329,254.43,96.07,345,2024-10-01
5415,4579,129.91,46.47,186,2024-09-18
5416,8979,259.1,53.41,309,2025-03-08
5417,5296,34.4,50.63,363,2024-06-24
5418,4019,193.65,86.84,349,2025-02-19
5419,7322,438.98,43.47,469,2024-12-15
5420,307,154.11,24.66,499,2025-03-02
5421,6259,192.82,56.39,438,2024-11-21
5422,1641,67.07,5.26,245,2024-05-25
5423,5839,289.61,14.32,283,2024-09-23
5424,551,281.25,29.18,173,2024-05-26
5425,8805,144.59,98.94,332,2024-07-24
5426,1721,29.65,15.59,400,2024-05-29
5427,3611,496.04,50.68,131,2024-10-23
5428,7353,197.54,0.02,21,2025-03-14
5429,6316,451.52,94.93,363,2024-08-24
5430,5473,215.78,13.41,210,2024-12-30
5431,4571,155.5,31.62,210,2024-12-01
5432,6821,117.88,85.3,118,2024-09-30
5433,447,358.82,98.9,99,2025-01-07
5434,4143,393.1,37.47,275,2024-07-21
5435,6204,79.73,33.8,211,2024-06-14
5436,9202,452.14,8.4,104,2025-02-06
5437,1913,454.28,34.87,42,2024-11-08
5438,1428,445.7,19.71,92,2024-06-19
5439,6274,412.32,74.11,45,2024-11-01
5440,3953,379.66,67.1,358,2024-05-14
5441,1304,157.27,78.51,492,2024-09-13
5442,2247,278.34,56.32,447,2025-01-18
5443,6340,383.08,32.32,380,2024-09-05
5444,544,418.64,46.1,111,2025-01-10
5445,9797,417.85,43.98,78,2024-08-23
5446,5358,18.82,57.46,73,2024-07-21
5447,1140,219.98,94.7,223,2024-11-21
5448,1009,383.57,66.71,33,2024-08-27
5449,8634,273.89,59.1,463,2024-07-30
5450,6960,315.65,83.64,477,2024-12-18
5451,4843,302.13,66.17,115,2024-10-10
5452,9677,243.49,31.33,479,2025-04-18
5453,6840,49.35,47.64,90,2025-03-04
5454,9658,429.18,39.52,39,2025-02-22
5455,5280,74.0,90.44,292,2025-03-09
5456,8900,320.37,7.29,379,2024-11-14
5457,3463,352.21,21.43,337,2025-02-16
5458,803,328.18,20.77,269,2024-08-25
5459,277,433.97,73.68,210,2024-08-20
5460,5908,126.74,15.29,274,2024-05-09
5461,5101,416.77,94.49,158,2024-11-23
5462,7078,231.45,32.69,129,2025-04-10
5463,4807,367.1,64.46,270,2024-08-16
5464,2690,473.14,73.79,122,2024-10-08
5465,8708,336.52,99.82,167,2024-11-26
5466,9052,20.08,75.24,104,2025-02-14
5467,344,496.51,1.03,379,2024-11-18
5468,2233,468.08,27.24,304,2025-01-17
5469,8517,494.51,75.18,263,2025-01-11
5470,3242,217.7,91.66,300,2024-08-02
5471,9611,221.78,70.71,305,2024-11-26
5472,314,311.26,76.49,268,2024-10-30
5473,6169,237.04,55.09,11,2024-05-09
5474,3532,438.97,11.17,86,2024-07-13
5475,6710,496.67,88.83,498,2025-01-23
5476,6101,373.18,72.21,7,2025-01-24
5477,1867,293.92,80.34,17,2025-02-21
5478,7859,127.36,89.92,174,2024-05-08
5479,3494,450.83,44.17,274,2024-07-04
5480,6487,87.24,86.69,7,2024-12-06
5481,9590,366.59,82.12,405,2024-12-30
5482,9881,449.54,84.34,194,2025-03-16
5483,4573,18.96,10.31,69,2025-02-26
5484,2081,489.34,33.48,73,2025-03-16
5485,5761,494.6,90.19,492,2025-03-30
5486,3710,111.69,81.41,401,2025-03-13
5487,7587,351.5,9.5,166,2025-04-13
5488,2166,131.27,38.77,354,2024-08-25
5489,6004,243.55,68.74,212,2025-02-02
5490,1722,278.67,90.54,318,2024-08-10
5491,8066,162.47,48.48,356,2024-06-15
5492,2966,380.03,36.97,186,2025-01-08
5493,1858,94.73,49.67,236,2024-07-13
5494,7326,392.43,54.74,106,2024-12-02
5495,5116,299.65,92.74,297,2024-06-18
5496,1972,252.15,70.64,138,2025-02-07
5497,9898,460.74,60.22,71,2025-04-11
5498,4503,335.21,30.38,93,2024-12-13
5499,3637,120.52,89.41,454,2025-03-11
5500,5031,422.96,81.08,218,2024-05-18
5501,8806,221.8,11.92,253,2025-04-05
5502,6017,209.29,86.98,323,2024-06-27
5503,6554,218.57,76.91,319,2024-10-22
5504,9657,118.29,46.99,88,2024-05-31
5505,6527,230.06,79.01,301,2024-08-09
5506,8559,406.89,11.23,490,2025-02-06
5507,8362,53.63,6.77,375,2024-08-15
5508,861,411.87,63.57,246,2025-04-22
5509,4028,378.14,98.28,42,2025-01-02
5510,4566,19.36,88.19,481,2024-07-23
5511,6262,24.17,92.97,406,2024-12-16
5512,8532,171.95,60.28,47,2025-03-09
5513,733,460.59,18.25,20,2025-02-03
5514,4151,232.18,0.15,118,2025-02-09
5515,3412,210.0,2.75,320,2024-05-27
5516,3595,269.48,46.25,464,2024-08-17
5517,3546,395.03,46.09,142,2024-08-10
5518,7831,213.54,87.86,210,2024-06-18
5519,8361,179.25,61.16,388,2024-07-25
5520,4503,310.42,29.12,462,2024-08-21
5521,6651,75.07,88.74,187,2025-04-19
5522,7280,413.27,32.98,129,2024-09-12
5523,7783,275.34,23.5,154,2024-05-01
5524,7766,238.37,44.94,183,2024-12-03
5525,6694,189.49,89.61,383,2025-01-31
5526,4664,428.26,87.26,269,2024-09-24
5527,4427,274.73,66.73,93,2024-12-27
5528,9771,387.2,49.2,274,2024-09-30
5529,7629,82.55,31.09,390,2024-11-18
5530,3827,227.14,47.02,67,2025-01-12
5531,6851,283.52,37.52,441,2024-07-15
5532,1072,443.08,56.8,185,2024-10-19
5533,9068,102.0,86.58,67,2025-01-26
5534,2577,160.42,65.81,237,2024-06-18
5535,1248,84.39,69.13,347,2024-08-11
5536,9811,252.79,53.18,465,2024-05-31
5537,9388,401.21,35.55,462,2025-01-31
5538,5470,72.95,17.9,480,2024-05-08
5539,7831,368.62,10.41,370,2024-07-04
5540,7633,383.8,29.42,65,2024-05-11
5541,4497,131.68,7.54,14,2025-04-01
5542,9954,78.52,37.33,383,2024-05-21
5543,6941,197.71,78.32,321,2024-05-29
5544,9368,18.03,44.63,217,2024-07-11
5545,9107,472.2,91.77,374,2025-02-25
5546,9553,85.78,31.27,432,2024-12-20
5547,1927,14.53,4.28,425,2025-02-01
5548,3382,484.54,83.5,347,2024-08-12
5549,4261,354.16,37.58,104,2025-01-07
5550,8336,49.52,68.06,29,2025-01-11
5551,3603,245.94,87.25,330,2024-08-26
5552,7807,161.72,28.4,377,2025-02-07
5553,9938,437.07,9.73,401,2025-04-27
5554,4391,380.49,33.52,133,2024-12-05
5555,7881,133.86,42.43,243,2024-11-30
5556,2312,111.72,52.73,499,2024-06-18
5557,1503,278.59,61.48,36,2024-08-01
5558,3635,478.93,28.05,155,2025-02-09
5559,8902,206.51,71.12,14,2024-10-20
5560,9733,348.85,72.36,365,2024-05-21
5561,8394,400.7,67.21,245,2025-03-24
5562,2519,97.77,94.71,133,2025-03-20
5563,6096,487.29,76.82,253,2024-06-26
5564,7496,401.97,71.85,118,2024-07-17
5565,3206,72.32,93.31,85,2025-01-03
5566,5655,71.2,86.98,498,2024-11-17
5567,4152,405.41,65.62,351,2024-09-01
5568,1723,213.38,82.92,367,2024-05-07
5569,4765,7.17,56.18,3,2024-11-25
5570,7045,10.94,73.61,15,2024-10-29
5571,7270,150.2,18.01,302,2024-07-13
5572,1181,79.09,29.73,47,2024-06-21
5573,3063,20.56,87.24,303,2025-04-24
5574,6757,166.07,35.45,127,2024-06-02
5575,3770,394.42,74.68,474,2025-01-05
5576,8460,159.96,68.08,156,2025-01-13
5577,5932,412.85,66.74,97,2024-09-25
5578,9516,139.66,69.65,401,2025-03-15
5579,6694,238.77,40.5,55,2024-09-17
5580,9499,455.47,68.05,4,2025-01-04
5581,1124,185.93,74.47,190,2024-08-23
5582,3420,398.87,61.79,419,2024-05-29
5583,3887,108.73,63.68,381,2024-06-23
5584,4152,344.4,64.52,30,2024-10-16
5585,1097,164.05,61.54,183,2025-01-29
5586,2651,472.8,33.24,167,2024-08-17
5587,8147,212.31,36.87,406,2025-02-07
5588,1951,216.32,24.75,463,2024-11-09
5589,7622,198.86,35.56,500,2024-05-08
5590,6149,65.47,88.04,45,2024-10-27
5591,8481,78.71,41.49,179,2024-08-16
5592,1172,482.54,20.61,288,2024-12-14
5593,9024,247.1,20.41,119,2025-01-08
5594,5066,292.68,16.64,423,2024-07-28
5595,4048,36.75,15.69,378,2024-12-22
5596,3061,428.62,78.01,291,2024-10-08
5597,1007,359.49,70.73,29,2025-02-09
5598,1214,419.3,44.61,112,2025-01-15
5599,6714,380.21,38.33,471,2025-02-17
5600,2597,20.6,8.31,150,2024-10-12
5601,3581,43.45,99.98,114,2024-10-24
5602,1311,454.67,6.14,452,2024-11-22
5603,1163,380.25,80.07,78,2025-03-08
5604,2453,12.74,55.21,361,2024-08-22
5605,3684,238.54,78.26,201,2024-11-06
5606,9114,379.75,44.8,350,2024-08-07
5607,3732,81.09,80.12,474,2024-06-25
5608,7119,220.26,37.93,56,2025-01-30
5609,5445,276.75,44.41,1,2025-01-21
5610,4057,118.97,96.3,328,2025-03-10
5611,8709,65.92,39.18,434,2025-04-08
5612,227,387.3,22.87,251,2025-02-08
5613,1185,427.52,16.01,136,2024-10-17
5614,9272,273.79,67.15,31,2024-10-03
5615,5500,269.68,83.7,75,2024-06-01
5616,3827,292.11,55.88,445,2024-11-16
5617,1989,276.58,4.47,345,2024-05-10
5618,7137,255.83,98.89,461,2025-01-30
5619,7382,223.13,70.03,421,2024-10-29
5620,1015,124.59,65.7,168,2025-01-12
5621,3936,101.27,89.4,400,2024-06-24
5622,2529,285.59,26.82,479,2024-07-01
5623,1941,194.43,30.52,251,2025-01-21
5624,4581,0.04,31.46,385,2024-06-05
5625,3425,334.96,79.0,262,2024-10-29
5626,9397,454.97,62.68,321,2024-07-23
5627,4861,441.66,84.97,182,2024-07-27
5628,8159,13.49,17.19,352,2025-03-29
5629,6566,212.68,77.18,361,2024-07-02
5630,1778,288.26,82.96,370,2025-02-23
5631,9447,261.34,58.14,134,2024-12-10
5632,5859,379.77,16.17,146,2024-09-23
5633,3162,14.22,51.14,370,2024-06-13
5634,1825,140.18,34.72,5,2024-11-25
5635,6927,301.35,89.69,371,2024-11-28
5636,9382,237.26,33.71,230,2025-02-04
5637,6514,342.28,71.43,401,2024-10-07
5638,3908,184.23,76.89,12,2024-12-10
5639,1115,155.49,4.5,487,2024-11-24
5640,7287,490.18,70.39,141,2024-08-25
5641,2931,39.12,15.82,219,2024-09-12
5642,3932,420.47,21.0,360,2024-11-20
5643,3549,101.79,57.81,295,2025-01-16
5644,5310,58.93,72.46,479,2024-09-14
5645,7709,468.96,72.75,423,2024-06-02
5646,8905,90.91,31.12,262,2024-10-05
5647,8636,120.81,23.87,439,2025-04-16
5648,5994,439.13,13.41,342,2024-10-31
5649,1396,260.35,4.47,352,2024-11-18
5650,3598,482.9,9.91,427,2024-11-25
5651,1774,239.51,96.16,295,2024-11-27
5652,2858,96.29,21.01,262,2025-03-31
5653,8870,437.43,31.02,428,2024-11-24
5654,6197,162.31,41.06,468,2024-10-07
5655,4966,212.53,34.34,380,2024-12-11
5656,1638,322.54,12.22,121,2024-09-23
5657,9161,0.68,27.5,196,2024-07-05
5658,8474,42.66,93.52,213,2024-08-30
5659,2468,89.93,41.53,463,2025-02-23
5660,3844,465.46,95.04,270,2024-06-07
5661,3261,493.45,51.91,138,2024-05-08
5662,8419,67.98,33.56,449,2024-11-04
5663,2880,17.01,49.36,120,2024-12-24
5664,5844,303.61,27.48,54,2024-12-08
5665,9807,169.05,17.2,74,2024-06-27
5666,7480,451.5,73.93,126,2025-01-21
5667,6864,361.94,37.49,384,2024-09-30
5668,7857,388.82,53.73,155,2024-07-13
5669,5399,44.12,71.3,336,2024-06-25
5670,1449,405.15,7.27,136,2024-08-21
5671,3277,432.81,88.75,314,2024-10-23
5672,15,168.14,97.48,291,2024-08-22
5673,2860,276.89,18.54,286,2025-03-21
5674,1710,410.22,95.42,481,2024-06-20
5675,4696,317.84,52.21,2,2025-01-20
5676,4005,287.5,28.08,391,2024-06-04
5677,3797,327.77,7.2,287,2024-09-10
5678,9590,46.45,77.17,44,2024-11-01
5679,1209,338.2,49.91,249,2024-11-03
5680,2246,161.23,24.7,84,2025-01-14
5681,2224,196.82,96.72,159,2024-08-13
5682,7122,284.88,40.71,252,2024-07-20
5683,4266,271.63,1.57,487,2024-10-10
5684,729,313.81,60.88,376,2025-03-21
5685,4422,98.38,67.19,240,2024-08-17
5686,6455,381.72,63.37,171,2024-10-21
5687,2361,168.76,75.58,423,2024-10-18
5688,5266,252.32,5.61,263,2024-10-08
5689,8669,262.35,7.2,188,2025-01-15
5690,6430,468.18,78.84,295,2024-06-30
5691,2960,317.97,77.81,117,2024-05-15
5692,7334,179.97,77.07,70,2025-01-09
5693,229,129.75,52.95,151,2025-03-03
5694,9877,104.24,26.89,404,2024-09-03
5695,4152,7.43,77.66,404,2024-11-14
5696,1861,464.06,86.47,103,2025-02-27
5697,6186,435.44,62.7,434,2025-03-17
5698,9384,58.12,19.6,394,2025-04-28
5699,8518,389.04,60.64,172,2024-05-21
5700,7072,414.26,31.87,208,2024-08-05
5701,3865,494.63,54.88,397,2024-09-05
5702,5367,143.86,76.9,14,2024-08-06
5703,1521,258.83,56.02,177,2024-05-11
5704,2457,444.71,63.42,454,2025-04-02
5705,2711,257.04,74.81,322,2025-03-27
5706,7541,12.69,30.91,210,2025-02-15
5707,2264,271.09,43.66,218,2025-03-11
5708,5700,234.18,47.53,248,2025-04-06
5709,3483,64.21,66.49,27,2024-05-09
5710,276,411.97,16.0,232,2024-05-29
5711,7364,9.26,50.81,163,2024-12-25
5712,5519,381.5,41.17,384,2025-04-28
5713,6524,320.7,29.89,141,2024-09-22
5714,1589,373.49,23.82,184,2025-03-30
5715,6707,30.15,66.59,122,2024-12-04
5716,5761,441.0,52.59,440,2024-10-22
5717,1952,359.77,69.05,8,2024-10-14
5718,6436,19.38,94.83,60,2024-06-10
5719,5316,400.98,2.99,44,2025-04-11
5720,8303,10.58,41.05,442,2025-04-22
5721,6680,449.37,98.11,434,2025-02-20
5722,9955,410.09,27.46,147,2024-07-29
5723,367,475.79,19.86,340,2025-04-25
5724,7370,135.08,27.71,190,2024-06-21
5725,2124,335.83,82.89,464,2025-03-12
5726,9582,49.97,46.53,175,2025-01-05
5727,5806,176.82,63.46,445,2024-11-08
5728,757,298.51,21.97,200,2025-04-04
5729,3040,248.7,67.04,215,2025-04-28
5730,9116,226.05,42.76,192,2025-02-04
5731,8553,471.06,97.04,124,2024-10-19
5732,8018,353.63,48.51,109,2024-11-09
5733,8429,449.69,24.39,15,2024-07-11
5734,1115,291.04,89.37,462,2024-10-08
5735,6812,56.74,65.94,259,2024-11-12
5736,2187,237.51,67.89,471,2024-12-29
5737,3597,142.48,16.15,224,2024-06-21
5738,8272,256.8,98.54,479,2024-08-06
5739,7582,492.06,82.68,240,2024-09-06
5740,2679,1.81,32.19,210,2024-09-28
5741,6334,257.56,58.49,239,2025-04-06
5742,9016,98.85,98.14,283,2024-05-19
5743,3321,2.49,91.67,277,2024-07-16
5744,6402,103.18,89.14,117,2025-04-22
5745,1004,184.14,72.16,10,2024-06-19
5746,7068,400.82,75.26,386,2024-08-02
5747,1888,347.8,91.08,340,2025-03-10
5748,197,482.56,33.42,494,2024-12-24
5749,2705,409.25,18.89,326,2024-06-06
5750,2808,271.8,92.95,211,2025-03-17
5751,1562,405.86,77.0,494,2024-05-12
5752,7409,106.97,70.8,136,2024-09-22
5753,4931,106.15,24.72,240,2025-03-23
5754,2655,269.33,9.38,224,2024-09-21
5755,5674,182.66,92.03,53,2025-01-27
5756,1218,477.37,64.54,397,2024-11-08
5757,6949,239.14,30.6,273,2024-06-25
5758,7841,396.3,37.01,0,2024-11-07
5759,4684,446.76,24.31,384,2024-08-01
5760,8939,477.37,62.0,361,2025-04-05
5761,3737,470.56,39.63,310,2024-09-05
5762,9399,268.9,67.45,200,2024-11-10
5763,182,406.71,96.92,206,2024-05-23
5764,7793,58.35,73.41,190,2024-05-08
5765,751,372.98,42.22,122,2024-05-31
5766,8279,158.73,95.48,316,2024-10-30
5767,1,272.85,94.61,334,2025-01-20
5768,4233,373.71,83.28,387,2024-12-27
5769,1289,492.51,34.28,464,2024-08-29
5770,5178,273.81,97.34,404,2025-01-26
5771,7002,439.17,15.46,158,2025-01-19
5772,2746,301.02,4.28,221,2025-03-05
5773,7983,69.34,6.33,389,2025-04-23
5774,6532,232.89,37.08,414,2024-10-20
5775,4643,479.25,93.43,331,2024-09-17
5776,6526,247.05,65.96,462,2024-11-29
5777,2293,476.34,67.63,453,2024-09-04
5778,4776,443.62,91.58,359,2024-09-02
5779,9297,473.14,39.96,91,2025-02-17
5780,5383,92.89,93.8,401,2024-10-12
5781,1439,289.39,97.68,155,2025-03-10
5782,2092,472.78,94.86,276,2024-07-19
5783,6282,349.36,96.98,218,2024-10-28
5784,7676,59.44,41.31,14,2025-04-20
5785,7406,285.19,85.35,324,2024-10-06
5786,4901,234.36,88.51,156,2024-09-07
5787,2810,9.88,23.8,5,2025-02-14
5788,5457,199.76,75.2,136,2024-06-08
5789,9322,474.52,33.85,208,2024-08-03
5790,3376,204.26,42.9,63,2024-05-15
5791,4136,67.04,9.87,323,2025-02-12
5792,8620,365.22,25.76,494,2025-01-12
5793,5203,256.1,82.73,90,2024-05-16
5794,1487,434.42,63.66,234,2025-01-20
5795,1974,313.31,47.78,221,2025-04-18
5796,7133,482.27,55.2,27,2024-09-10
5797,2500,64.04,67.49,234,2024-11-21
5798,9366,52.66,93.46,41,2025-04-18
5799,3686,311.87,99.25,201,2024-10-24
5800,7425,110.63,18.59,29,2024-11-23
5801,4447,307.4,47.47,495,2024-07-26
5802,9957,115.9,48.82,437,2025-01-29
5803,9446,135.33,22.53,405,2025-01-24
5804,5010,205.69,18.4,5,2025-04-16
5805,2902,404.64,46.28,344,2024-09-14
5806,9305,335.27,57.37,141,2024-08-31
5807,4510,75.31,2.34,158,2024-11-16
5808,9414,20.8,65.68,122,2024-11-29
5809,1610,240.8,65.62,342,2025-02-03
5810,1379,52.61,41.23,231,2024-07-10
5811,7602,147.34,97.92,466,2024-09-01
5812,6047,252.79,89.56,179,2025-02-07
